Sn.No,Diary Phase,HH ID,Were you able to get in contact with the customer? ,3. What fuel was used?,3. What fuel was used?/Electricity,3. What fuel was used?/LPG,3. What fuel was used?/Kerosene,3. What fuel was used?/Charcoal,3. What fuel was used?/Firewood,3. What fuel was used?/Other,Please specify:,"4. What time did you start with any cooking activities? (lighting a fire, chopping vetables)",How much LPG was there before cooking (kg)?,How much kerosene was there before cooking (Litre)?,How much charcoal was there before cooking (kg)?,How much firewood was there before cooking (kg)?,How much other fuel was there before cooking (kg)?,How much LPG was there after cooking (kg)?,How much kerosene was there after cooking (Litre)?,How much charcoal was there after cooking (kg)?,How much firewood was there after cooking (kg)?,How much other fuel was there after cooking (kg)?,How long did it take to start the CHARCOAL fire? (mins),How long did it take to start the WOOD fire? (mins),Was any Charcoal saved for later?,Was any Firewood saved for later?,7. Gender of the cook:,8. Reason for cooking,8. Reason for cooking/Breakfast,8. Reason for cooking/Lunch,8. Reason for cooking/Supper,8. Reason for cooking/Snack,8. Reason for cooking/Food for baby,8. Reason for cooking/Water heating,8. Reason for cooking/Other,Please specify:,How many people were catered for?,9. Adults:,10. Children:,11. Did any food not require cooking?,Please specify:,12. How many dishes were cooked?,13. How many times was water heated?,1a) Which dish was prepared?,Please specify:,1b) What was used?,Please specify:,1c) What was used?,1c) What was used?/Sufuria big,1c) What was used?/Sufuria medium,1c) What was used?/Sufuria small,1c) What was used?/Frying pan,1c) What was used?/Kettle,1c) What was used?/Other,Please specify:,1e) Was a lid used?,1f) Fresh or reheated?,1g) Saving for later?,What time did you start cooking dish 1?,What was the meter reading before cooking?,What time did you finish cooking dish 1?,What was the meter reading after cooking?,2a) Which dish was prepared?,Please specify:,2b) What was used?,Please specify:,2c) What was used?,2c) What was used?/Sufuria big,2c) What was used?/Sufuria medium,2c) What was used?/Sufuria small,2c) What was used?/Frying pan,2c) What was used?/Kettle,2c) What was used?/Other,Please specify:,2e) Was a lid used?,2f) Fresh or reheated?,2g) Saving for later?,What time did you start cooking dish 2?,What was the meter reading before cooking?,What time did you finish cooking dish 2?,What was the meter reading after cooking?,3a) Which dish was prepared?,Please specify:,3b) What was used?,Please specify:,3c) What was used?,3c) What was used?/Sufuria big,3c) What was used?/Sufuria medium,3c) What was used?/Sufuria small,3c) What was used?/Frying pan,3c) What was used?/Kettle,3c) What was used?/Other,Please specify:,3e) Was a lid used?,3f) Fresh or reheated?,3g) Saving for later?,What time did you start cooking dish 3?,What was the meter reading before cooking?,What time did you finish cooking dish 3?,What was the meter reading after cooking?,4a) Which dish was prepared?,Please specify:,4b) What was used?,Please specify:,4c) What was used?,4c) What was used?/Sufuria big,4c) What was used?/Sufuria medium,4c) What was used?/Sufuria small,4c) What was used?/Frying pan,4c) What was used?/Kettle,4c) What was used?/Other,Please specify:,4e) Was a lid used?,4f) Fresh or reheated?,4g) Saving for later?,What time did you start cooking dish 4?,What was the meter reading before cooking?,What time did you finish cooking dish 4?,What was the meter reading after cooking?,5a) Which dish was prepared?,Please specify:,5b) What was used?,Please specify:,5c) What was used?,5c) What was used?/Sufuria big,5c) What was used?/Sufuria medium,5c) What was used?/Sufuria small,5c) What was used?/Frying pan,5c) What was used?/Kettle,5c) What was used?/Other,Please specify:,5e) Was a lid used?,5f) Fresh or reheated?,5g) Saving for later?,What time did you start cooking dish 5?,What was the meter reading before cooking?,What time did you finish cooking dish 5?,What was the meter reading after cooking?,6a) Why was the water heated?,Please specify:,6b) What was used?,Please specify:,6c) What was used?,6c) What was used?/Sufuria big,6c) What was used?/Sufuria medium,6c) What was used?/Sufuria small,6c) What was used?/Frying pan,6c) What was used?/Kettle,6c) What was used?/Other,Please specify:,6d) Was a lid used?,6e) How cold was the water/milk before heating?,6f) Saving for later (thermos)?,What time did you start heating the water 1?,What was the meter reading before cooking?,What time did you finish heating the water 1?,What was the meter reading after cooking?,7a) Why was the water heated?,Please specify:,7b) What was used?,Please specify:,7c) What was used?,7c) What was used?/Sufuria big,7c) What was used?/Sufuria medium,7c) What was used?/Sufuria small,7c) What was used?/Frying pan,7c) What was used?/Kettle,7c) What was used?/Other,Please specify:,7d) Was a lid used?,7e) How cold was the water/milk before heating?,7f) Saving for later (thermos)?,What time did you start heating the water 2?,What was the meter reading before cooking?,What time did you finish heating the water 2?,What was the meter reading after cooking?,What time did you finish all the cooking activities for the meal?,,,,,,,
207,Post EPC,751589078,Yes ,Charcoal,0,0,0,1,0,0,,09:00:00.000+03:00,,,37,,,,,35,,,3,,No,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,2,2,No,,4,2,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:20:00.000+03:00,,13:00:00.000+03:00,,Fried fish,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:30:00.000+03:00,,13:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,18:00:00.000+03:00,,21:00:00.000+03:00,,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,19:00:00.000+03:00,,20:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,09:00:00.000+03:00,,09:20:00.000+03:00,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,18:30:00.000+03:00,,19:00:00.000+03:00,,20:30:00.000+03:00,,,,,,,
208,Post EPC,751589078,Yes ,Charcoal,0,0,0,1,0,0,,09:00:00.000+03:00,,,30,,,,,28,,,5,,No,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,2,2,No,,4,2,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,12:20:00.000+03:00,,13:10:00.000+03:00,,Fish stew (boiled),,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:00:00.000+03:00,,12:40:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,18:00:00.000+03:00,,20:00:00.000+03:00,,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,19:00:00.000+03:00,,20:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,09:00:00.000+03:00,,09:30:00.000+03:00,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,18:30:00.000+03:00,,19:00:00.000+03:00,,20:40:00.000+03:00,,,,,,,
209,Post EPC,751589078,Yes ,Charcoal,0,0,0,1,0,0,,09:00:00.000+03:00,,,30,,,,,28,,,3,,No,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,2,2,No,,4,1,,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,09:00:00.000+03:00,,12:30:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:00:00.000+03:00,,13:10:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,17:45:00.000+03:00,,20:00:00.000+03:00,,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,None,19:00:00.000+03:00,,21:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,09:30:00.000+03:00,,10:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:00:00.000+03:00,,,,,,,
210,Post EPC,751589078,,Charcoal,0,0,0,1,0,0,,07:30:00.000+03:00,,,45,,,,,35,,,4,,Yes,,Female,Breakfast Lunch Supper Water heating,1,1,1,0,0,1,0,,,2,2,No,,5,2,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,07:30:00.000+03:00,,08:15:00.000+03:00,,Cassava leaves,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,Preparing meal in advance,11:45:00.000+03:00,,12:30:00.000+03:00,,Beans,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,11:00:00.000+03:00,,01:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,Preparing meal in advance,18:30:00.000+03:00,,20:20:00.000+03:00,,Beef/Goat,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,Preparing meal in advance,18:43:00.000+03:00,,20:10:00.000+03:00,,Bathing,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,08:00:00.000+03:00,,08:30:00.000+03:00,,Bathing,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,18:00:00.000+03:00,,18:30:00.000+03:00,,20:30:00.000+03:00,,,,,,,
211,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,13:00:00.000+03:00,,,4,,,,,0,,,12,,No,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Rice,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Yes,Fresh,Preparing meal in advance,13:00:00.000+03:00,,15:03:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,Preparing meal in advance,18:04:00.000+03:00,,19:04:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19:04:00.000+03:00,,,,,,,
212,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,16:00:00.000+03:00,,,3,,,,,0,,,11,,No,,Male,Supper,0,0,1,0,0,0,0,,,2,2,No,,1,0,Rice,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,No,Fresh,Preparing meal in advance,16:00:00.000+03:00,,18:55:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18:55:00.000+03:00,,,,,,,
213,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,12:00:00.000+03:00,,,4,,,,,0,,,12,,No,,Male,Lunch,0,1,0,0,0,0,0,,,1,0,No,,1,0,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,Preparing meal in advance,12:00:00.000+03:00,,15:51:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:52:00.000+03:00,,,,,,,
214,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,2,,,,,0,,,11,,No,,Female,Lunch,0,1,0,0,0,0,0,,,2,0,No,,1,0,Rice,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Yes,Fresh,Preparing meal in advance,10:12:00.000+03:00,,12:45:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:45:00.000+03:00,,,,,,,
215,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,4,,,,,0,,,10,,No,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,0,Matoke,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Yes,Fresh,Preparing meal in advance,08:00:00.000+03:00,,11:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Yes,Fresh,Preparing meal in advance,15:00:00.000+03:00,,17:41:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:41:00.000+03:00,,,,,,,
216,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,14:00:00.000+03:00,,,3,,,,,0,,,16,,No,,Female,Lunch,0,1,0,0,0,0,0,,,1,0,No,,1,0,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,Preparing meal in advance,14:00:00.000+03:00,,16:37:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:37:00.000+03:00,,,,,,,
217,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,09:30:00.000+03:00,,,2,,,,,0,,,11,,No,,Female,Lunch,0,1,0,0,0,0,0,,,2,2,No,,2,1,Beans,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Yes,Fresh,Preparing meal in advance,09:30:00.000+03:00,,11:33:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Sometimes,Fresh,Preparing meal in advance,15:00:00.000+03:00,,17:33:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Electric kettle,,,,,,,,,,,Fresh,None,18:34:00.000+03:00,,19:34:00.000+03:00,,,,,,,,,,,,,,,,,,,,,19:34:00.000+03:00,,,,,,,
218,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,3,,,,,1,,,5,,Yes,,Female,Breakfast Lunch Supper,1,1,1,0,0,0,0,,,2,3,No,,4,1,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,19:55:00.000+03:00,,20:50:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Reheated,Preparing meal in advance,20:50:00.000+03:00,,21:15:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,None,12:00:00.000+03:00,,14:00:00.000+03:00,,"Soup (goat, beef, fish)",,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Sometimes,Fresh,Preparing meal in advance,13:00:00.000+03:00,,14:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,10:05:00.000+03:00,,11:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,21:15:00.000+03:00,,,,,,,
219,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,5,,,,,0,,,20,,No,,Female,Lunch,0,1,0,0,0,0,0,,,3,1,No,,2,1,Boiled potatoes,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,08:00:00.000+03:00,,11:14:00.000+03:00,,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,13:08:00.000+03:00,,16:16:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathing,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Luke warm,None,17:00:00.000+03:00,,19:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,19:00:00.000+03:00,,,,,,,
220,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,09:00:00.000+03:00,,,5,,,,,0,,,10,,No,,Female,Lunch,0,1,0,0,0,0,0,,,3,1,No,,2,1,Duck/chicken stew,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,09:00:00.000+03:00,,11:40:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria small,0,0,1,0,0,0,,Yes,Fresh,Preparing meal in advance,12:00:00.000+03:00,,14:35:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathing,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Luke warm,None,17:00:00.000+03:00,,18:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,18:50:00.000+03:00,,,,,,,
221,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,10,,,,,5,,,17,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,3,3,No,,2,0,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,10:00:00.000+03:00,,12:30:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,15:00:00.000+03:00,,17:04:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:04:00.000+03:00,,,,,,,
222,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,10:00:00.000+03:00,,,5,,,,,1,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,3,No,,2,1,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,10:00:00.000+03:00,,12:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,14:00:00.000+03:00,,16:57:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathing,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,None,17:00:00.000+03:00,,18:50:00.000+03:00,,,,,,,,,,,,,,,,,,,,,18:50:00.000+03:00,,,,,,,
223,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,5,,,,,1,,,15,,Yes,,Female,Breakfast,1,0,0,0,0,0,0,,,2,2,No,,2,1,Duck/chicken stew,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,08:00:00.000+03:00,,11:51:00.000+03:00,,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,13:00:00.000+03:00,,15:52:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinking/purifying,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,None,17:00:00.000+03:00,,18:52:00.000+03:00,,,,,,,,,,,,,,,,,,,,,18:52:00.000+03:00,,,,,,,
224,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,09:00:00.000+03:00,,,3,,,,,0,,,15,,No,,Female,Lunch,0,1,0,0,0,0,0,,,2,2,No,,2,1,Beans,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,09:00:00.000+03:00,,11:16:00.000+03:00,,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,13:00:00.000+03:00,,15:17:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,None,17:00:00.000+03:00,,19:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,19:00:00.000+03:00,,,,,,,
225,Pre EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,5,,,,,1,,,10,,Yes,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,2,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,08:00:00.000+03:00,,11:00:00.000+03:00,,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,12:00:00.000+03:00,,14:10:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinking/purifying,,Electric kettle,,,,,,,,,,,Fresh,Some,13:00:00.000+03:00,,13:30:00.000+03:00,,Bathing,,Electric kettle,,,,,,,,,,,Fresh,None,16:00:00.000+03:00,,16:30:00.000+03:00,,16:30:00.000+03:00,,,,,,,
226,Post EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,4,,,,,0,,,15,,No,,Female,Lunch,0,1,0,0,0,0,0,,,2,1,No,,2,1,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,08:00:00.000+03:00,,11:27:00.000+03:00,,Rice,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,14:00:00.000+03:00,,15:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathing,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Luke warm,None,17:00:00.000+03:00,,18:30:00.000+03:00,,,,,,,,,,,,,,,,,,,,,18:30:00.000+03:00,,,,,,,
227,Post EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,09:00:00.000+03:00,,,3,,,,,0,,,15,,No,,Female,Lunch,0,1,0,0,0,0,0,,,2,2,No,,2,0,Beans,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,09:00:00.000+03:00,,12:00:00.000+03:00,,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,14:00:00.000+03:00,,16:13:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:13:00.000+03:00,,,,,,,
228,Post EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,5,,,,,1,,,16,,Yes,,Female,Breakfast,1,0,0,0,0,0,0,,,2,2,No,,2,1,Beef/Goat,,Electric pressure cooker,,,,,,,,,,,Fresh,Preparing meal in advance,08:00:00.000+03:00,,10:17:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,14:00:00.000+03:00,,16:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,None,18:00:00.000+03:00,,19:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,19:00:00.000+03:00,,,,,,,
229,Post EPC,701436861,Yes ,Firewood,0,0,0,0,1,0,,08:00:00.000+03:00,,,,5,,,,,2,,,15,,Yes,Female,Breakfast,1,0,0,0,0,0,0,,,2,2,No,,2,2,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,08:00:00.000+03:00,,11:30:00.000+03:00,,Matoke,,Electric pressure cooker,,,,,,,,,,,Fresh,Preparing meal in advance,13:00:00.000+03:00,,14:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Pressure cooker,,,,,,,,,,Yes,Fresh,None,15:00:00.000+03:00,,15:26:00.000+03:00,,Bathing,,Pressure cooker,,,,,,,,,,Yes,Fresh,Some,19:00:00.000+03:00,,19:28:00.000+03:00,,19:28:00.000+03:00,,,,,,,
230,Post EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,6,,,,,1,,,19,,Yes,,Female,Breakfast,1,0,0,0,0,0,0,,,2,2,No,,3,1,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,08:00:00.000+03:00,,10:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,11:45:00.000+03:00,,14:00:00.000+03:00,,Sweet potatoes/cassava/taro root,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,17:00:00.000+03:00,,18:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,None,19:00:00.000+03:00,,20:00:00.000+03:00,,,,,,,,,,,,,,,,,,,,,20:00:00.000+03:00,,,,,,,
231,Post EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,08:00:00.000+03:00,,,3,,,,,0,,,16,,No,,Female,Breakfast,1,0,0,0,0,0,0,,,2,2,No,,2,2,Beef/Goat,,Kerosene stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,08:00:00.000+03:00,,11:00:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,13:00:00.000+03:00,,15:40:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tea/coffee/cocoa/milk,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,None,16:00:00.000+03:00,,17:00:00.000+03:00,,Bathing,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Luke warm,Some,19:00:00.000+03:00,,19:59:00.000+03:00,,19:59:00.000+03:00,,,,,,,
232,Post EPC,701436861,Yes ,Charcoal,0,0,0,1,0,0,,09:14:00.000+03:00,,,5,,,,,2,,,9,,Yes,,Female,Breakfast,1,0,0,0,0,0,0,,,3,2,No,,2,1,Beef/Goat,,Charcoal stove,,Sufuria medium,0,1,0,0,0,0,,Yes,Fresh,Preparing meal in advance,09:00:00.000+03:00,,12:14:00.000+03:00,,Matoke,,Charcoal stove,,Sufuria big,1,0,0,0,0,0,,Yes,Fresh,Preparing meal in advance,14:00:00.000+03:00,,16:33:00.000+03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drinking/purifying,,Charcoal stove,,Kettle,0,0,0,0,1,0,,Yes,Fresh,Some,18:00:00.000+03:00,,19:34:00.000+03:00,,,,,,,,,,,,,,,,,,,,,19:34:00.000+03:00,,,,,,,
